Occurrences,Average Signal Strength (dBm),Average Bit Rate (Mbps),Mac Address
21,-64.76190476190476,24.0,54:0e:2d:47:a4:8d
21,-52.19047619047619,24.0,30:24:32:a7:1b:6a
21,-48.95238095238095,24.0,b0:be:83:0f:2b:0b
21,-49.42857142857143,24.0,94:17:00:38:8a:26
21,-67.04761904761905,24.0,b0:35:b5:9e:43:ae
21,-68.38095238095238,24.0,24:29:34:9b:79:b5
21,-65.66666666666667,24.0,90:df:7d:d5:53:cd
21,-62.23809523809524,24.0,4c:79:75:e7:54:79
21,-71.0952380952381,24.0,7c:2a:ca:4f:d5:39
21,-66.0,24.0,46:2e:9c:97:d4:05
21,-67.80952380952381,24.0,e0:80:6b:f3:8f:18
21,-49.76190476190476,24.0,a6:e1:e6:a1:80:8c
21,-53.095238095238095,24.0,1c:bf:c0:6d:f8:11
21,-51.476190476190474,24.0,d4:54:8b:bd:a5:5b
21,-50.714285714285715,24.0,bc:54:2f:69:8d:6d
22,-67.31818181818181,24.0,e8:78:65:b0:15:9c
22,-68.5,24.0,da:e4:98:cf:6c:a2
22,-67.13636363636364,24.0,20:a6:0c:95:00:a2
22,-69.36363636363636,24.0,ec:28:d3:78:a6:86
22,-52.68181818181818,24.0,1c:1b:b5:8d:17:88
22,-69.77272727272727,24.0,3c:19:5e:2b:a5:27
22,-67.68181818181819,24.0,c4:2a:d0:7c:7b:1b
22,-54.81818181818182,22.363636363636363,10:68:38:90:44:58
22,-66.31818181818181,24.0,08:cc:27:b3:8e:8a
22,-67.86363636363636,24.0,b8:98:ad:25:73:ef
22,-54.0,24.0,54:14:f3:9b:65:b8
22,-52.59090909090909,28.818181818181817,a4:42:3b:38:02:ed
22,-52.77272727272727,24.0,e0:d0:45:5e:52:f4
22,-68.72727272727273,24.0,b0:6e:72:d5:16:01
22,-70.04545454545455,24.0,a8:ab:b5:58:6c:7e
22,-68.54545454545455,24.0,b8:3b:cc:99:9c:da
22,-69.0,24.0,bc:1d:89:72:69:7c
22,-49.63636363636363,24.0,00:93:37:5c:ef:36
22,-67.04545454545455,24.0,64:a2:f9:35:6f:6d
22,-50.81818181818182,38.45454545454545,38:7a:0e:05:44:98
22,-68.86363636363636,24.0,e4:ec:e8:b3:cf:ba
22,-67.81818181818181,24.0,2c:a7:ef:8a:3c:73
22,-68.04545454545455,24.0,04:99:bb:99:fa:73
22,-66.81818181818181,24.0,80:ce:b9:d6:c6:a5
23,-67.6086956521739,24.0,10:ec:81:bb:ac:5e
23,-68.30434782608695,24.0,bc:a5:a9:ad:66:6a
23,-66.43478260869566,24.0,b4:19:74:52:c5:44
23,-51.95652173913044,24.0,18:3e:ef:e9:e9:d4
23,-51.17391304347826,24.0,a4:cf:99:51:ea:04
23,-49.34782608695652,24.0,90:0f:0c:96:cc:2f
23,-50.08695652173913,24.0,18:47:3d:dd:42:17
23,-64.30434782608695,24.0,26:b0:cb:0d:6c:61
23,-52.95652173913044,24.0,f4:26:79:38:ee:8d
23,-65.8695652173913,24.0,f4:02:28:55:65:67
23,-51.04347826086956,24.0,dc:a2:66:6a:a2:51
23,-70.17391304347827,24.0,00:5b:94:8c:dd:10
23,-65.34782608695652,24.0,bc:10:7b:5b:d3:ee
23,-50.08695652173913,24.0,e4:b3:18:be:1b:26
23,-51.95652173913044,24.0,70:a8:d3:d9:47:7a
23,-48.73913043478261,24.0,e0:d4:64:86:68:98
23,-63.95652173913044,24.0,ac:5f:ea:0a:6f:0e
23,-63.34782608695652,24.0,94:0c:98:92:96:85
23,-68.17391304347827,24.0,d8:dc:40:2f:eb:a3
23,-51.65217391304348,24.0,dc:f5:05:b1:2a:f3
23,-68.17391304347827,24.0,d8:be:1f:4d:38:9d
23,-67.73913043478261,24.0,a8:5b:b7:da:9a:3c
23,-68.69565217391305,24.0,20:34:fb:4d:60:b5
23,-67.21739130434783,24.0,68:4a:e9:e1:50:29
23,-67.56521739130434,24.0,00:8a:76:b8:10:d0
23,-48.869565217391305,24.0,18:3e:ef:d0:12:76
23,-50.21739130434783,24.0,7c:fd:6b:de:d4:ad
23,-49.30434782608695,24.0,e0:2b:e9:55:3e:e4
23,-49.21739130434783,24.0,dc:f5:05:dc:de:19
23,-68.95652173913044,22.0,cc:69:fa:7d:31:7a
23,-51.43478260869565,24.0,3c:a6:f6:5a:98:86
23,-50.95652173913044,24.0,b2:68:45:0b:12:f6
23,-53.608695652173914,24.0,f8:89:d2:51:0e:c7
24,-68.08333333333333,24.0,a0:46:5a:5a:0d:37
24,-69.29166666666667,24.0,18:e7:b0:da:9c:fc
24,-67.125,24.0,04:bd:bf:5f:7a:9d
24,-46.625,24.0,44:e5:17:b5:71:79
24,-49.958333333333336,24.0,00:45:e2:79:bc:8d
24,-50.916666666666664,24.0,d0:88:0c:64:6a:32
24,-70.04166666666667,24.0,ea:05:17:96:c1:4e
24,-63.625,24.0,bc:6a:d1:7f:cb:73
24,-67.25,24.0,70:31:7f:82:c7:d5
24,-49.333333333333336,24.0,9c:2f:9d:57:23:f3
24,-46.458333333333336,24.0,78:4f:43:98:b1:36
24,-69.08333333333333,24.0,04:bd:bf:38:68:c6
24,-67.375,24.0,10:ec:81:d8:c0:36
24,-51.041666666666664,24.0,80:65:7c:e1:7d:70
24,-51.125,24.0,10:b5:88:54:47:6c
24,-50.625,24.0,36:14:d9:1f:ce:c8
24,-67.20833333333333,24.0,88:1e:5a:82:f0:9a
24,-68.66666666666667,24.0,48:8a:e8:0a:6e:79
24,-50.083333333333336,24.0,c8:94:02:47:74:8d
24,-65.41666666666667,24.0,fc:d9:08:ac:db:8b
24,-65.79166666666667,24.0,c2:c7:45:a1:6c:c1
25,-49.68,24.0,3e:61:b0:aa:d0:35
25,-47.56,24.0,4a:cf:b9:49:1d:4e
25,-50.88,24.0,d0:88:0c:a4:11:dd
25,-48.24,24.0,bc:f4:d4:85:51:3d
25,-69.12,24.0,28:ec:95:93:2c:b8
25,-52.92,24.0,50:5a:65:c2:2b:db
25,-51.4,24.0,d8:f3:bc:6f:47:95
25,-67.96,24.0,04:ba:8d:68:7a:7e
25,-51.76,24.0,6c:6a:77:9c:fe:69
25,-67.64,24.0,a8:76:50:41:65:f0
25,-67.28,24.0,24:1b:7a:a4:88:77
25,-70.44,23.08,90:8c:43:10:69:22
25,-52.48,24.0,2c:6d:c1:f8:6a:e2
25,-65.56,24.0,74:8f:3c:e7:da:10
25,-66.8,24.0,26:46:86:40:b8:23
25,-67.8,24.0,bc:10:7b:5b:e3:1e
25,-55.2,24.0,30:03:c8:2c:4b:cb
25,-67.6,24.0,f8:e9:4e:7e:da:15
25,-49.64,24.0,46:e2:83:26:78:7f
25,-68.24,24.0,4c:63:71:33:30:45
25,-49.16,24.0,a2:c3:33:7e:86:7a
26,-68.57692307692308,24.0,18:e7:b0:da:fd:b3
26,-70.23076923076923,24.0,44:46:87:a1:46:59
26,-49.96153846153846,24.0,14:20:5e:02:f6:e4
26,-68.6923076923077,24.0,5c:3e:1b:62:83:f0
26,-48.76923076923077,24.0,3c:a6:f6:11:f6:62
26,-67.57692307692308,24.0,30:bb:7d:6f:ca:c7
26,-64.5,24.0,94:17:00:ef:7f:9b
26,-52.0,24.0,18:3e:ef:d6:11:30
26,-66.6923076923077,24.0,74:f2:fa:2d:3e:06
26,-68.07692307692308,24.0,a0:92:08:54:70:c2
26,-69.26923076923077,24.0,a8:4a:28:27:13:4c
26,-49.34615384615385,24.0,e8:fb:1c:77:bf:47
26,-51.5,24.0,cc:15:31:34:78:9e
26,-49.61538461538461,24.0,3a:7f:d3:13:e2:33
26,-68.8076923076923,24.0,70:22:fe:33:7e:81
26,-49.07692307692308,24.0,dc:71:96:12:83:2e
26,-66.8076923076923,24.0,cc:66:0a:60:df:2e
26,-51.42307692307692,24.0,e0:d4:64:bd:3f:67
26,-66.84615384615384,24.0,6c:d1:99:52:01:25
26,-68.34615384615384,24.0,44:8c:00:09:96:4b
26,-51.38461538461539,24.0,c0:95:6d:44:0a:b4
26,-70.23076923076923,24.0,98:c8:b8:4a:a6:8f
26,-66.57692307692308,24.0,e4:fd:a1:32:5b:00
26,-68.46153846153847,24.0,2c:be:eb:33:5f:35
26,-67.5,24.0,04:bd:bf:26:da:0c
26,-67.61538461538461,24.0,f4:1a:9c:e3:ee:4e
27,-51.925925925925924,24.0,28:11:a8:d5:a9:fd
27,-66.44444444444444,24.0,8a:1b:30:de:6b:88
27,-68.07407407407408,24.0,3e:3f:59:6f:d4:f4
27,-69.33333333333333,24.0,34:1c:f0:64:d8:46
27,-65.70370370370371,24.0,d0:3f:aa:25:94:10
27,-50.111111111111114,24.0,6c:7e:67:d7:26:6f
27,-63.629629629629626,24.0,c8:3d:dc:ff:2d:e0
27,-68.07407407407408,20.59259259259259,e8:7f:95:63:21:42
27,-67.48148148148148,24.0,3c:19:5e:97:62:ae
27,-67.88888888888889,24.0,94:8a:c6:28:b3:17
27,-67.62962962962963,24.0,e4:9c:67:52:2c:f7
27,-51.55555555555556,24.0,80:91:33:f3:28:93
27,-63.851851851851855,24.0,64:a2:f9:7d:70:69
27,-52.96296296296296,24.0,10:b5:88:69:3e:e0
28,-50.75,24.0,c8:89:f3:e5:24:a9
28,-68.89285714285714,24.0,2c:a9:f0:83:ce:21
28,-65.92857142857143,24.0,b0:e5:f9:73:e1:09
28,-66.10714285714286,24.0,b4:c4:fc:aa:31:42
28,-50.357142857142854,24.0,64:49:7d:97:01:0d
28,-54.57142857142857,24.0,f8:da:0c:37:36:19
28,-63.42857142857143,24.0,54:eb:e9:87:a9:86
28,-63.285714285714285,21.535714285714285,9c:fc:28:a9:a9:98
28,-68.75,24.0,30:bb:7d:ba:d3:89
28,-68.0,24.0,5c:17:cf:5a:af:77
28,-66.10714285714286,24.0,f4:02:28:41:b5:84
28,-52.392857142857146,24.0,b0:60:88:ec:a6:c6
28,-50.857142857142854,21.892857142857142,28:11:a8:aa:53:07
28,-48.357142857142854,24.0,d8:f3:bc:d8:f3:d3
28,-64.28571428571429,24.0,60:d0:39:6a:ab:34
28,-50.67857142857143,24.0,fc:e2:6c:03:21:1a
28,-54.464285714285715,24.0,50:2f:9b:a4:96:38
29,-50.758620689655174,24.0,3c:a6:f6:5a:65:18
29,-66.03448275862068,24.0,cc:8c:bf:3d:54:78
29,-65.27586206896552,24.0,04:bd:bf:3c:9a:86
29,-65.93103448275862,24.0,34:e9:11:97:be:95
29,-68.55172413793103,24.0,da:c4:2b:9f:d8:7a
29,-67.89655172413794,24.0,98:b3:79:be:f1:0d
29,-52.724137931034484,24.0,a0:78:17:68:f7:2e
29,-51.10344827586207,24.0,f2:cd:73:36:52:a7
29,-67.37931034482759,24.0,a4:fc:14:ac:1d:f2
29,-65.44827586206897,24.0,88:a3:03:a8:34:73
29,-50.03448275862069,24.0,ac:c9:06:24:cf:82
29,-51.06896551724138,24.0,74:a6:cd:a0:b1:ac
29,-51.37931034482759,24.0,f8:ac:65:a8:8e:55
29,-50.689655172413794,24.0,14:c2:13:0a:51:a4
29,-50.58620689655172,24.0,20:2b:20:4d:3a:8f
29,-66.17241379310344,24.0,d8:dc:40:f0:3a:8c
29,-67.27586206896552,24.0,18:e7:b0:9a:44:d7
29,-67.79310344827586,24.0,04:b1:a1:d4:19:25
29,-51.6551724137931,24.0,b0:be:83:0b:c4:d3
29,-53.37931034482759,24.0,50:ed:3c:45:f3:ba
29,-51.44827586206897,24.0,5c:ba:ef:1f:af:bd
30,-67.1,24.0,48:74:12:c3:4d:53
30,-50.63333333333333,24.0,b0:be:83:15:54:95
30,-62.36666666666667,24.0,a4:4b:d5:43:59:3a
30,-67.16666666666667,24.0,ac:45:00:85:73:f7
30,-66.9,24.0,74:c5:30:0e:92:2d
30,-51.46666666666667,24.0,2e:47:84:f7:fc:35
30,-64.66666666666667,24.0,2e:ca:e8:37:9d:05
30,-66.33333333333333,24.0,f0:6c:5d:9f:20:c0
30,-53.63333333333333,24.0,24:11:45:1c:4f:0e
30,-62.86666666666667,24.0,f8:10:93:99:59:70
30,-52.06666666666667,24.0,28:39:26:c3:17:c9
30,-66.3,24.0,74:b5:87:8a:3e:de
30,-52.266666666666666,24.0,a4:4b:d5:6d:0b:fd
30,-52.666666666666664,24.0,d0:88:0c:79:d7:c3
30,-50.233333333333334,24.0,18:3e:ef:df:7b:35
30,-51.03333333333333,24.0,50:c2:e8:32:55:75
31,-54.483870967741936,24.0,3c:e9:f7:d1:c7:75
31,-69.61290322580645,24.0,5e:22:4d:8b:bc:6a
31,-49.61290322580645,24.0,3c:a6:f6:32:53:24
31,-53.12903225806452,24.0,a0:78:17:91:57:22
31,-49.45161290322581,24.0,1e:cd:72:18:21:ce
31,-48.806451612903224,24.0,00:93:37:fb:2b:d3
31,-50.45161290322581,24.0,f2:42:77:4f:74:a2
31,-69.45161290322581,24.0,dc:b5:4f:0c:2f:d2
31,-50.806451612903224,24.0,d4:57:63:ef:8d:a7
31,-66.80645161290323,24.0,9c:fc:28:9a:bb:78
31,-49.806451612903224,24.0,c8:94:02:82:ba:b6
31,-53.54838709677419,24.0,d8:f8:83:0e:71:44
31,-66.93548387096774,24.0,fc:d9:08:b8:60:05
31,-54.354838709677416,24.0,38:fc:98:85:d0:ef
31,-50.45161290322581,24.0,88:e9:fe:76:7d:69
31,-67.3225806451613,24.0,28:c1:a0:f2:4a:e8
31,-51.58064516129032,24.0,18:3e:ef:e8:3a:29
31,-66.93548387096774,24.0,b4:31:61:e1:10:03
31,-62.41935483870968,24.0,9c:e3:3f:d6:aa:ac
31,-50.483870967741936,24.0,b0:a4:60:b4:48:26
32,-52.125,24.0,60:e3:2b:a9:52:2c
32,-68.4375,24.0,4c:63:71:34:f7:ec
32,-67.75,24.0,88:46:04:45:15:87
32,-67.625,24.0,b0:67:b5:bc:f2:f7
32,-49.34375,24.0,50:ed:3c:4d:a0:e8
32,-65.21875,24.0,24:5e:48:dd:5f:32
32,-66.3125,24.0,94:17:00:fa:1d:2d
32,-66.625,24.0,5c:17:cf:7b:7d:73
33,-65.6969696969697,24.0,e4:ec:e8:b2:46:a4
33,-66.42424242424242,24.0,a8:4a:28:c3:91:23
33,-68.60606060606061,24.0,a8:ab:b5:8b:86:5c
33,-51.60606060606061,24.0,24:d0:df:b3:69:62
33,-67.42424242424242,24.0,74:42:8b:09:bb:20
33,-68.93939393939394,24.0,28:c1:a0:f1:4e:36
33,-64.81818181818181,24.0,a4:c6:f0:aa:de:3b
33,-66.96969696969697,24.0,94:52:44:7e:68:93
33,-49.45454545454545,24.0,1c:57:dc:50:c5:ea
33,-68.78787878787878,24.0,a8:4a:28:eb:0a:de
33,-49.18181818181818,24.0,18:3e:ef:ca:8a:17
33,-69.66666666666667,24.0,bc:f7:30:71:c7:7f
33,-48.81818181818182,24.0,50:84:92:93:6a:39
33,-50.515151515151516,24.0,34:1c:f0:82:5c:0b
33,-65.03030303030303,24.0,58:85:a2:16:b6:1d
34,-67.82352941176471,24.0,10:00:20:c4:01:d2
34,-68.29411764705883,24.0,e4:ec:e8:ff:e2:3f
34,-57.470588235294116,24.0,bc:6a:d1:04:8e:59
34,-66.55882352941177,18.441176470588236,d4:8a:39:7f:33:62
34,-67.55882352941177,24.0,1c:86:82:36:97:31
34,-65.73529411764706,24.0,48:8a:e8:04:aa:6f
34,-65.55882352941177,24.0,44:16:fa:20:c1:ea
34,-51.38235294117647,24.0,b0:3c:dc:e3:78:8a
34,-69.23529411764706,24.0,b8:94:e7:29:e6:fa
34,-52.26470588235294,24.0,3c:22:fb:07:3b:8b
34,-50.411764705882355,24.0,14:13:33:16:19:87
34,-62.85294117647059,24.0,d0:49:7c:7d:4b:d5
34,-67.8529411764706,24.0,ac:d6:18:4c:63:20
34,-66.6470588235294,24.0,48:74:12:37:49:3b
35,-57.6,18.37142857142857,c0:e4:34:f1:1f:93
35,-68.51428571428572,24.0,74:b5:87:17:ec:ab
35,-67.45714285714286,24.0,d8:dc:40:bf:7f:81
35,-50.34285714285714,24.0,c8:94:02:69:7d:e9
35,-67.31428571428572,24.0,88:1e:5a:7f:83:3b
35,-51.25714285714286,24.0,80:65:7c:c7:09:d4
35,-50.857142857142854,24.0,10:a5:1d:72:6d:ca
35,-67.37142857142857,24.0,a8:ab:b5:07:42:0b
35,-51.91428571428571,24.0,74:d8:3e:5a:93:c1
35,-50.82857142857143,24.0,30:03:c8:44:be:9f
35,-52.25714285714286,24.0,c0:95:6d:2b:e7:2b
35,-67.74285714285715,24.0,d8:63:75:e0:79:2e
35,-52.57142857142857,24.0,00:93:37:d9:d4:74
35,-67.62857142857143,24.0,f0:1f:c7:f2:3d:6f
35,-66.17142857142858,24.0,88:a3:03:8f:eb:f4
35,-68.48571428571428,24.0,fc:4e:a4:06:fd:63
36,-65.08333333333333,24.0,e8:5f:02:15:33:f7
36,-51.55555555555556,24.0,c2:5a:1a:c4:2c:33
36,-50.44444444444444,24.0,3c:a6:f6:35:2e:fb
36,-68.33333333333333,24.0,8c:b8:4a:46:f0:45
36,-64.77777777777777,24.0,48:74:12:46:44:29
36,-67.13888888888889,24.0,d4:5d:64:13:10:f3
36,-50.19444444444444,24.0,f8:89:d2:e6:4e:21
36,-52.77777777777778,24.0,9a:b5:10:ef:b1:2c
36,-66.80555555555556,24.0,ac:57:75:49:07:be
36,-66.08333333333333,24.0,48:35:2b:0d:8d:a9
36,-65.86111111111111,24.0,88:a3:03:9b:09:66
36,-66.27777777777777,24.0,a4:c6:9a:e9:53:97
37,-67.62162162162163,24.0,ee:06:d1:d3:fc:9b
37,-51.78378378378378,24.0,70:a8:d3:4d:57:ab
37,-62.67567567567568,24.0,fc:66:cf:25:cd:8e
37,-66.97297297297297,24.0,14:2d:4d:75:e9:d4
37,-65.5945945945946,24.0,24:95:2f:b4:1a:f7
37,-67.97297297297297,24.0,74:f2:fa:36:9b:bd
37,-65.62162162162163,24.0,a8:4a:28:2a:62:2a
37,-51.486486486486484,24.0,1e:df:76:bd:05:49
37,-50.486486486486484,24.0,3c:21:9c:b2:66:cd
37,-65.89189189189189,24.0,dc:b7:2e:bd:81:f2
37,-52.2972972972973,24.0,14:7d:da:c7:bf:47
37,-65.54054054054055,23.37837837837838,98:ca:33:ac:08:e6
37,-66.51351351351352,24.0,10:82:d7:98:cc:4d
37,-68.75675675675676,24.0,34:fe:77:e4:68:7a
38,-69.60526315789474,24.0,14:87:6a:6b:a7:d0
38,-66.57894736842105,24.0,18:ab:1d:87:fb:7d
38,-49.8421052631579,24.0,6c:b1:33:a2:39:98
38,-69.0,24.0,ac:45:00:9f:fd:38
38,-66.60526315789474,24.0,b4:70:64:af:80:56
38,-68.86842105263158,24.0,78:02:8b:91:18:70
38,-52.078947368421055,24.0,b0:be:83:47:4c:68
38,-50.23684210526316,24.0,a4:cf:99:8a:e4:93
38,-64.78947368421052,24.0,94:0c:98:2a:fe:18
38,-66.76315789473684,24.0,f4:30:8b:94:5b:11
38,-69.10526315789474,24.0,4c:63:71:32:1a:6a
38,-66.6842105263158,24.0,f4:30:8b:a7:1b:e4
38,-54.05263157894737,24.0,74:4c:a1:60:42:ad
38,-69.07894736842105,24.0,f8:1a:2b:e7:64:54
38,-65.05263157894737,24.0,88:1e:5a:b6:0b:41
38,-70.28947368421052,24.0,28:8f:f6:78:b0:3f
38,-67.8157894736842,24.0,a0:78:17:b8:18:45
38,-68.55263157894737,24.0,04:c8:07:19:bb:06
38,-66.76315789473684,24.0,4c:63:71:4b:d5:0b
39,-51.53846153846154,22.615384615384617,10:6f:d9:e7:b4:33
39,-67.12820512820512,24.0,5c:ed:f4:ec:4e:8a
39,-68.1025641025641,24.0,98:69:8a:e2:80:a3
39,-66.25641025641026,24.0,14:2d:4d:79:08:4b
39,-48.15384615384615,24.0,a6:0e:dc:48:d1:e6
39,-69.66666666666667,24.0,ac:c0:48:10:97:fd
39,-69.41025641025641,24.0,10:ec:81:1f:6b:d4
39,-65.41025641025641,24.0,ec:73:79:a3:2c:b2
39,-66.92307692307692,24.0,dc:b5:4f:9a:91:b0
39,-68.74358974358974,24.0,18:ab:1d:dc:e2:31
40,-48.275,24.0,e0:cc:f8:4d:ae:e6
40,-67.425,24.0,e8:5a:8b:68:80:93
40,-67.025,24.0,fc:4e:a4:76:5d:c8
40,-69.25,24.0,94:52:44:20:c0:60
40,-51.725,24.0,a8:93:4a:b2:04:27
40,-65.8,24.0,34:b9:8d:63:63:5b
40,-52.475,24.0,04:6c:59:17:f5:66
40,-57.125,19.95,1c:57:dc:4f:ea:00
40,-64.125,24.0,1c:71:25:6b:e2:56
40,-67.475,24.0,90:df:7d:bd:a5:eb
40,-51.25,24.0,48:e7:da:a9:fa:87
40,-50.1,24.0,08:5b:d6:74:0d:10
40,-52.4,34.9972,e0:0a:f6:b7:37:e7
40,-52.5,24.0,e4:5e:37:54:91:7e
40,-67.275,24.0,18:f1:d8:e6:77:33
40,-53.775,43.7334,34:7d:f6:b3:d2:92
40,-67.225,24.0,50:57:8a:94:4e:b8
40,-66.225,24.0,50:3d:c6:24:cc:ba
40,-65.7,24.0,2c:a7:ef:9a:d8:05
40,-50.025,24.0,cc:15:31:a5:c9:59
41,-53.292682926829265,24.0,08:25:25:44:16:8b
41,-64.8780487804878,24.0,dc:54:d7:ff:5c:0c
41,-65.73170731707317,24.0,b2:b5:b6:1c:81:8b
41,-51.78048780487805,24.0,28:16:a8:60:22:d6
41,-68.4390243902439,24.0,58:64:c4:3a:94:e3
41,-69.4390243902439,24.0,f0:62:5a:ec:db:c9
41,-66.4390243902439,24.0,b8:37:4a:ee:da:81
41,-65.8048780487805,24.0,5c:17:cf:a2:47:70
41,-65.51219512195122,24.0,48:74:12:41:3b:03
42,-66.5,24.0,b4:c4:fc:9d:e6:c0
42,-48.285714285714285,24.0,5c:fb:3a:cc:e7:c5
42,-58.54761904761905,23.095238095238095,ac:86:a3:9d:26:35
42,-51.38095238095238,24.0,a0:78:17:a6:2c:5d
42,-69.0952380952381,24.0,20:34:fb:77:aa:cf
42,-70.71428571428571,24.0,14:94:6c:a5:dc:8d
42,-68.07142857142857,24.0,04:bd:bf:b8:c5:19
42,-67.64285714285714,24.0,40:44:fd:6b:8b:41
42,-49.904761904761905,24.0,d8:f3:bc:59:fa:fb
42,-51.42857142857143,24.0,42:c9:13:8d:fe:01
42,-66.35714285714286,24.0,d8:4c:90:d7:42:a8
42,-68.23809523809524,24.0,c0:47:54:8c:1c:77
42,-69.61904761904762,24.0,a8:ab:b5:0d:a9:c9
42,-67.69047619047619,24.0,b4:85:e1:c8:a1:da
42,-68.92857142857143,24.0,04:92:26:a7:39:5b
42,-65.69047619047619,24.0,98:69:8a:61:ac:58
42,-52.07142857142857,24.0,b0:dc:ef:fc:26:96
42,-67.33333333333333,24.0,88:66:a5:e6:9b:98
42,-49.45238095238095,24.0,74:12:b3:17:25:29
43,-66.88372093023256,24.0,8c:aa:b5:58:57:ea
43,-61.883720930232556,24.0,94:ad:23:b7:08:da
43,-66.09302325581395,24.0,f4:1a:9c:fa:cf:ac
43,-66.83720930232558,24.0,b4:ae:c1:0b:1b:04
43,-51.30232558139535,24.0,6a:49:ff:02:e5:e3
43,-66.0,24.0,2c:be:eb:32:ce:54
43,-50.86046511627907,24.0,bc:d0:74:5b:fe:d1
43,-67.48837209302326,24.0,ec:28:d3:0e:3d:b2
43,-65.23255813953489,24.0,a8:4a:28:89:a4:6f
43,-49.18604651162791,24.0,f8:ac:65:b6:5d:96
44,-51.61363636363637,24.0,5c:ba:ef:0a:1b:77
44,-67.25,24.0,34:1c:f0:84:b3:fc
44,-50.5,24.0,9c:3e:53:92:9e:a1
44,-66.25,24.0,b4:fa:48:ae:3e:6d
44,-67.93181818181819,24.0,f8:7d:76:d5:bf:67
44,-66.68181818181819,17.5,40:4e:36:93:5a:02
44,-68.86363636363636,24.0,a8:51:ab:51:f7:7e
44,-52.45454545454545,24.0,34:2e:b7:15:0c:de
44,-67.61363636363636,24.0,58:e6:ba:02:b0:c5
44,-68.20454545454545,24.0,fc:d9:08:a8:87:0b
44,-68.88636363636364,24.0,60:7e:c9:5b:40:8f
44,-61.95454545454545,18.65909090909091,80:54:9c:22:ed:37
44,-50.70454545454545,24.0,f8:89:d2:57:25:5f
44,-66.31818181818181,24.0,c8:54:a4:43:7c:09
44,-53.65909090909091,24.0,f0:d5:bf:dd:94:3d
44,-67.11363636363636,24.0,3a:7c:ac:5b:e8:de
44,-69.11363636363636,24.0,20:34:fb:54:12:2d
45,-65.5111111111111,24.0,cc:c9:5d:91:b3:a2
45,-52.577777777777776,24.0,54:14:f3:aa:3a:75
45,-57.111111111111114,24.0,18:fa:b7:09:d3:6d
45,-50.68888888888889,24.0,28:d0:ea:1e:cc:a1
45,-52.51111111111111,26.67653333333333,3c:a6:f6:56:91:9d
45,-66.91111111111111,24.0,88:20:0d:63:d1:e8
45,-67.64444444444445,24.0,0c:ec:8d:43:e8:5a
45,-65.22222222222223,24.0,d4:67:d3:d3:2a:13
46,-51.91304347826087,23.5,6c:6a:77:88:23:4a
46,-65.93478260869566,24.0,5c:17:cf:48:c3:42
46,-67.80434782608695,24.0,b0:67:b5:67:17:22
46,-51.17391304347826,24.0,ac:12:03:8f:1a:5b
46,-50.69565217391305,24.0,d4:57:63:e0:d6:9f
46,-66.8913043478261,24.0,48:74:12:33:62:11
46,-68.76086956521739,24.0,48:74:12:96:91:b7
46,-67.84782608695652,24.0,20:32:c6:78:0f:11
46,-66.78260869565217,24.0,50:1f:c6:03:ad:4a
46,-66.08695652173913,24.0,a8:4a:28:1c:ab:d3
46,-68.02173913043478,24.0,30:bb:7d:ef:c8:c9
46,-51.28260869565217,24.0,ca:8c:d6:af:4c:00
47,-67.0,24.0,f0:65:ae:8b:7f:b8
47,-68.42553191489361,24.0,68:83:cb:88:18:06
47,-47.234042553191486,24.0,80:d2:1d:c3:c6:73
47,-51.38297872340426,24.0,14:7d:da:a1:22:f6
47,-52.93617021276596,24.0,b0:be:83:1e:6e:f0
47,-66.46808510638297,24.0,60:9a:c1:d4:d3:b5
47,-69.80851063829788,24.0,f0:2f:4b:ef:92:6d
47,-68.23404255319149,24.0,58:73:d8:0f:4c:b3
47,-67.76595744680851,24.0,ec:73:79:8e:49:18
47,-51.42553191489362,24.0,34:2e:b7:24:11:07
47,-68.19148936170212,24.0,30:bb:7d:ea:39:3b
48,-66.20833333333333,24.0,ec:f2:2b:6a:c3:e2
48,-66.83333333333333,24.0,f8:4e:73:20:39:72
48,-68.60416666666667,24.0,04:68:65:87:59:07
48,-66.64583333333333,24.0,b2:20:3f:4d:8a:cc
48,-51.5625,24.0,64:bc:58:3b:a2:6d
48,-50.395833333333336,24.0,cc:6b:1e:76:a3:f5
48,-63.520833333333336,24.0,f4:db:e3:ef:8b:c2
48,-65.97916666666667,24.0,64:11:a4:95:62:74
48,-63.416666666666664,24.0,a8:4a:28:58:59:59
48,-66.79166666666667,24.0,7c:d9:5c:3c:c6:09
48,-67.5,24.0,4c:79:75:42:8d:af
49,-52.36734693877551,24.0,c8:34:8e:4c:de:ad
49,-68.48979591836735,24.0,d0:49:7c:a9:ca:b1
49,-66.89795918367346,24.0,c8:3c:85:8d:87:0e
49,-65.18367346938776,24.0,90:78:b2:ed:25:a2
49,-67.55102040816327,24.0,5c:ed:f4:2e:90:81
49,-69.42857142857143,24.0,b0:6e:72:d3:88:47
49,-66.71428571428571,24.0,18:d7:17:30:71:ed
49,-50.44897959183673,24.0,c8:94:02:6b:52:e9
49,-65.22448979591837,24.0,00:8a:76:6a:fa:8d
49,-65.77551020408163,24.0,a8:ab:b5:e2:d8:32
49,-48.53061224489796,24.0,8c:7a:aa:e7:dd:b8
50,-51.12,32.577788,00:00:0c:07:ac:82
50,-50.8,24.0,a4:cf:99:7f:ca:a0
